predictor,train,test,1,2,3,4,5
max_temp,0,0,0,0,0,0.00251999999999997,0
min_temp,0.0345200000000001,-0.00160000000000005,0.0633199999999999,0.0975,0.0125,0.0100399999999999,0.0425
mixed_shrub,0,0,0.0466799999999999,0,0,-0.00619999999999998,0
ndvi,0,0,0.04332,0,0,0,0
precip_wet_quarter,0.09084,0.1403,0,0.105,0.175,0,0.2125
road_density,0.0486800000000001,-0.00838000000000005,0.01332,0.08,-0.045,0.0200399999999999,0.0800000000000001
sagebrush,0.28622,0.2045,0.13332,0.145,0.2375,0.0425599999999999,0.2275
